kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT,kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT,DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2,TCC_Dnase I.Nucleosome.lag.1,TCC_Dnase I.Nucleosome.lag.2,TCC_Nucleosome.Dnase I.lag.1,TCC_Nucleosome.Dnase I.lag.2,TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2,PseDNC_Xc1.AA,PseDNC_Xc1.AC,PseDNC_Xc1.AG,PseDNC_Xc1.AT,PseDNC_Xc1.CA,PseDNC_Xc1.CC,PseDNC_Xc1.CG,PseDNC_Xc1.CT,PseDNC_Xc1.GA,PseDNC_Xc1.GC,PseDNC_Xc1.GG,PseDNC_Xc1.GT,PseDNC_Xc1.TA,PseDNC_Xc1.TC,PseDNC_Xc1.TG,PseDNC_Xc1.TT,PseDNC_Xc2.lambda.1,PseDNC_Xc2.lambda.2,PseDNC_Xc2.lambda.3,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5,C3s,A3s,G3s,CAI,CBI,Fop,Nc,GC3s,GC,L_sym,L_aa,Gravy,Aromo,X
HL41_08435,186,56,142,76,65,59,19,95,110,60,93,81,100,63,90,147,79,26,55,25,14,18,7,17,54,21,48,19,20,19,17,20,19,9,25,12,14,10,5,30,7,2,5,5,19,13,22,41,46,11,35,18,16,16,2,26,24,17,17,35,22,7,15,37,42,10,27,21,21,15,5,22,25,20,23,22,39,24,36,48,-0.2,-0.026,-0.167,-0.007,-0.257,-0.015,-0.135,-0.03,-0.2,-0.026,-0.167,-0.007,-0.232,-0.072,-0.272,-0.186,0.258,0.106,0.566,0.184,-0.232,-0.072,-0.272,-0.186,0.104,0.031,0.079,0.043,0.036,0.033,0.011,0.053,0.062,0.034,0.052,0.045,0.056,0.035,0.05,0.082,0.073,0.061,0.059,0.015,0.005,0.01,0.005,0.003,0.003,0.001,0.003,0.01,0.004,0.009,0.004,0.004,0.004,0.003,0.004,0.004,0.002,0.005,0.002,0.003,0.002,0.001,0.006,0.001,0,0.001,0.001,0.004,0.002,0.004,0.008,0.009,0.002,0.007,0.003,0.003,0.003,0,0.005,0.005,0.003,0.003,0.007,0.004,0.001,0.003,0.007,0.008,0.002,0.005,0.004,0.004,0.003,0.001,0.004,0.005,0.004,0.004,0.004,0.007,0.005,0.007,0.009,0.275,0.231,0.222,0.01,0.003,0.007,0.003,0.002,0.002,0.001,0.002,0.007,0.003,0.006,0.002,0.003,0.002,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.001,0.001,0.004,0.001,0,0.001,0.001,0.002,0.002,0.003,0.005,0.006,0.001,0.005,0.002,0.002,0.002,0,0.003,0.003,0.002,0.002,0.005,0.003,0.001,0.002,0.005,0.005,0.001,0.003,0.003,0.003,0.002,0.001,0.003,0.003,0.003,0.003,0.003,0.005,0.003,0.005,0.006,0.189,0.158,0.152,0.158,0.157,0.1749,0.4297,0.2241,0.182,-0.052,0.379,48.51,0.305,0.404,472,480,-0.02875,0.066667,NA
HL41_08440,173,74,154,107,71,58,30,74,153,49,111,69,111,52,87,135,64,30,54,24,17,23,17,17,78,11,50,15,36,26,25,20,24,8,23,16,15,16,6,21,11,3,13,3,12,7,21,34,54,21,48,30,15,9,3,22,39,16,24,32,21,10,11,27,31,15,29,36,24,10,4,14,25,19,24,19,42,9,30,54,-0.23,-0.013,-0.198,0.02,-0.296,0.017,-0.134,-0.038,-0.23,-0.013,-0.198,0.02,-0.11,-0.066,-0.199,-0.146,0.155,0.084,0.452,0.114,-0.11,-0.066,-0.199,-0.146,0.092,0.039,0.082,0.057,0.038,0.031,0.016,0.039,0.081,0.026,0.059,0.037,0.059,0.028,0.046,0.072,0.076,0.063,0.061,0.011,0.005,0.009,0.004,0.003,0.004,0.003,0.003,0.014,0.002,0.009,0.003,0.006,0.005,0.004,0.004,0.004,0.001,0.004,0.003,0.003,0.003,0.001,0.004,0.002,0.001,0.002,0.001,0.002,0.001,0.004,0.006,0.009,0.004,0.008,0.005,0.003,0.002,0.001,0.004,0.007,0.003,0.004,0.006,0.004,0.002,0.002,0.005,0.005,0.003,0.005,0.006,0.004,0.002,0.001,0.002,0.004,0.003,0.004,0.003,0.007,0.002,0.005,0.009,0.281,0.232,0.223,0.008,0.004,0.006,0.003,0.002,0.003,0.002,0.002,0.009,0.001,0.006,0.002,0.004,0.003,0.003,0.002,0.003,0.001,0.003,0.002,0.002,0.002,0.001,0.003,0.001,0,0.002,0,0.001,0.001,0.003,0.004,0.006,0.003,0.006,0.004,0.002,0.001,0,0.003,0.005,0.002,0.003,0.004,0.003,0.001,0.001,0.003,0.004,0.002,0.003,0.004,0.003,0.001,0,0.002,0.003,0.002,0.003,0.002,0.005,0.001,0.004,0.006,0.192,0.158,0.152,0.16,0.157,0.1888,0.4219,0.2899,0.168,-0.109,0.353,47.56,0.351,0.408,487,502,-0.383865,0.09761,NA
HL41_08460,29,16,29,24,15,17,6,28,21,15,30,29,33,18,30,64,8,6,7,7,5,4,2,5,6,5,9,9,6,0,8,10,5,2,3,5,3,3,3,8,1,0,2,3,4,5,5,14,4,6,6,5,3,5,0,7,10,4,7,9,6,4,5,14,12,2,13,6,4,5,1,8,4,6,12,8,17,9,12,26,-0.241,-0.017,-0.214,-0.044,-0.287,-0.049,-0.176,-0.043,-0.241,-0.017,-0.214,-0.044,-0.05,-0.035,0.02,-0.122,0.163,-0.029,0.552,0.153,-0.05,-0.035,0.02,-0.122,0.057,0.031,0.057,0.047,0.029,0.033,0.012,0.055,0.041,0.029,0.059,0.057,0.065,0.035,0.059,0.126,0.079,0.068,0.061,0.005,0.004,0.004,0.004,0.003,0.003,0.001,0.003,0.004,0.003,0.006,0.006,0.004,0,0.005,0.006,0.003,0.001,0.002,0.003,0.002,0.002,0.002,0.005,0.001,0,0.001,0.002,0.003,0.003,0.003,0.009,0.003,0.004,0.004,0.003,0.002,0.003,0,0.004,0.006,0.003,0.004,0.006,0.004,0.003,0.003,0.009,0.008,0.001,0.008,0.004,0.003,0.003,0.001,0.005,0.003,0.004,0.008,0.005,0.011,0.006,0.008,0.017,0.282,0.245,0.217,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.003,0.004,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.003,0,0,0.001,0.001,0.002,0.002,0.002,0.006,0.002,0.003,0.003,0.002,0.001,0.002,0,0.003,0.004,0.002,0.003,0.004,0.003,0.002,0.002,0.006,0.005,0.001,0.006,0.003,0.002,0.002,0,0.003,0.002,0.003,0.005,0.003,0.007,0.004,0.005,0.011,0.192,0.167,0.147,0.159,0.161,0.1949,0.4231,0.1196,0.131,-0.143,0.302,44.74,0.27,0.4,126,134,1.149254,0.141791,NA
HL41_08480,317,95,134,123,69,93,24,116,119,36,87,73,164,78,70,216,176,49,58,33,11,48,10,26,61,18,35,20,41,26,17,39,24,7,22,16,25,22,9,37,6,1,5,12,24,20,23,49,62,15,16,26,7,11,2,16,29,8,22,28,25,9,6,33,55,24,38,47,26,12,3,37,23,9,25,13,74,23,24,95,-0.171,-0.056,-0.213,-0.002,-0.252,-0.024,-0.128,-0.068,-0.171,-0.056,-0.213,-0.002,-0.212,-0.086,-0.303,-0.236,0.412,0.221,0.641,0.262,-0.212,-0.086,-0.303,-0.236,0.139,0.042,0.059,0.054,0.03,0.041,0.011,0.051,0.052,0.016,0.038,0.032,0.072,0.034,0.031,0.095,0.074,0.065,0.063,0.026,0.007,0.008,0.005,0.002,0.007,0.001,0.004,0.009,0.003,0.005,0.003,0.006,0.004,0.002,0.006,0.003,0.001,0.003,0.002,0.004,0.003,0.001,0.005,0.001,0,0.001,0.002,0.003,0.003,0.003,0.007,0.009,0.002,0.002,0.004,0.001,0.002,0,0.002,0.004,0.001,0.003,0.004,0.004,0.001,0.001,0.005,0.008,0.003,0.006,0.007,0.004,0.002,0,0.005,0.003,0.001,0.004,0.002,0.011,0.003,0.003,0.014,0.27,0.237,0.229,0.018,0.005,0.006,0.003,0.001,0.005,0.001,0.003,0.006,0.002,0.004,0.002,0.004,0.003,0.002,0.004,0.002,0.001,0.002,0.002,0.003,0.002,0.001,0.004,0.001,0,0.001,0.001,0.002,0.002,0.002,0.005,0.006,0.002,0.002,0.003,0.001,0.001,0,0.002,0.003,0.001,0.002,0.003,0.003,0.001,0.001,0.003,0.006,0.002,0.004,0.005,0.003,0.001,0,0.004,0.002,0.001,0.003,0.001,0.007,0.002,0.002,0.01,0.186,0.163,0.158,0.156,0.156,0.2235,0.5115,0.1419,0.203,0.055,0.439,46.31,0.27,0.341,592,604,-0.196854,0.097682,NA
HL41_08485,113,62,108,100,63,55,24,131,83,81,110,80,123,75,113,223,53,16,31,13,15,17,8,22,24,29,35,19,21,19,26,34,12,9,27,15,15,10,3,27,3,1,12,8,26,17,22,66,27,13,18,25,19,15,8,39,37,19,15,39,24,6,18,32,21,24,32,46,14,13,5,43,19,32,48,14,52,33,47,91,-0.245,-0.029,-0.248,0.002,-0.299,-0.021,-0.173,-0.027,-0.245,-0.029,-0.248,0.002,-0.097,-0.062,-0.054,-0.112,0.167,0.099,0.546,0.127,-0.097,-0.062,-0.054,-0.112,0.058,0.032,0.056,0.052,0.032,0.028,0.012,0.068,0.043,0.042,0.057,0.041,0.063,0.039,0.058,0.115,0.078,0.066,0.06,0.009,0.003,0.005,0.002,0.002,0.003,0.001,0.004,0.004,0.005,0.006,0.003,0.003,0.003,0.004,0.006,0.002,0.001,0.004,0.002,0.002,0.002,0,0.004,0,0,0.002,0.001,0.004,0.003,0.004,0.011,0.004,0.002,0.003,0.004,0.003,0.002,0.001,0.006,0.006,0.003,0.002,0.006,0.004,0.001,0.003,0.005,0.003,0.004,0.005,0.008,0.002,0.002,0.001,0.007,0.003,0.005,0.008,0.002,0.009,0.005,0.008,0.015,0.287,0.24,0.216,0.006,0.002,0.004,0.001,0.002,0.002,0.001,0.002,0.003,0.003,0.004,0.002,0.002,0.002,0.003,0.004,0.001,0.001,0.003,0.002,0.002,0.001,0,0.003,0,0,0.001,0.001,0.003,0.002,0.002,0.007,0.003,0.001,0.002,0.003,0.002,0.002,0.001,0.004,0.004,0.002,0.002,0.004,0.003,0.001,0.002,0.004,0.002,0.003,0.004,0.005,0.002,0.001,0.001,0.005,0.002,0.004,0.005,0.002,0.006,0.004,0.005,0.01,0.195,0.163,0.147,0.165,0.156,0.1686,0.3261,0.2055,0.185,-0.049,0.376,45.85,0.301,0.407,495,514,0.861284,0.124514,NA
HL41_08490,38,11,21,20,11,10,3,18,14,7,16,17,27,14,14,52,17,5,8,7,4,4,1,2,6,4,6,5,4,3,4,9,5,0,4,2,2,1,1,6,0,0,1,2,3,4,4,7,5,1,4,4,1,1,1,4,5,2,3,6,2,2,1,12,11,5,5,6,4,4,0,6,3,1,6,4,18,5,5,24,-0.158,-0.138,-0.209,-0.081,-0.247,-0.063,-0.163,-0.13,-0.158,-0.138,-0.209,-0.081,-0.095,-0.009,-0.014,-0.105,0.371,0.146,0.587,0.16,-0.095,-0.009,-0.014,-0.105,0.103,0.03,0.057,0.054,0.03,0.027,0.008,0.049,0.038,0.019,0.043,0.046,0.073,0.038,0.038,0.141,0.077,0.069,0.06,0.015,0.004,0.007,0.006,0.004,0.004,0.001,0.002,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.008,0.004,0,0.004,0.002,0.002,0.001,0.001,0.005,0,0,0.001,0.002,0.003,0.004,0.004,0.006,0.004,0.001,0.004,0.004,0.001,0.001,0.001,0.004,0.004,0.002,0.003,0.005,0.002,0.002,0.001,0.011,0.01,0.004,0.004,0.005,0.004,0.004,0,0.005,0.003,0.001,0.005,0.004,0.016,0.004,0.004,0.021,0.274,0.252,0.213,0.01,0.003,0.005,0.004,0.002,0.002,0.001,0.001,0.004,0.002,0.004,0.003,0.002,0.002,0.002,0.005,0.003,0,0.002,0.001,0.001,0.001,0.001,0.004,0,0,0.001,0.001,0.002,0.002,0.002,0.004,0.003,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.003,0.001,0.002,0.004,0.001,0.001,0.001,0.007,0.007,0.003,0.003,0.004,0.002,0.002,0,0.004,0.002,0.001,0.004,0.002,0.011,0.003,0.003,0.015,0.184,0.169,0.144,0.158,0.168,0.1579,0.3816,0.2308,0.183,-0.093,0.344,47.5,0.29,0.33,93,97,0.525773,0.14433,NA
HL41_08495,81,27,46,35,22,36,7,45,32,14,20,36,54,33,29,76,38,11,18,14,5,11,4,7,19,7,8,12,11,13,3,8,9,3,6,4,6,6,2,22,2,0,1,4,6,11,11,17,10,5,8,8,4,6,0,4,4,3,5,8,13,6,3,14,24,8,14,8,7,13,1,12,7,4,6,12,24,3,12,37,-0.208,-0.014,-0.204,-0.059,-0.28,0.005,-0.153,-0.104,-0.208,-0.014,-0.204,-0.059,-0.066,0.038,-0.225,-0.186,0.307,0.166,0.575,0.182,-0.066,0.038,-0.225,-0.186,0.108,0.036,0.062,0.047,0.029,0.048,0.009,0.06,0.043,0.019,0.027,0.048,0.072,0.044,0.039,0.102,0.076,0.065,0.066,0.017,0.005,0.008,0.006,0.002,0.005,0.002,0.003,0.008,0.003,0.003,0.005,0.005,0.006,0.001,0.003,0.004,0.001,0.003,0.002,0.003,0.003,0.001,0.01,0.001,0,0,0.002,0.003,0.005,0.005,0.007,0.004,0.002,0.003,0.003,0.002,0.003,0,0.002,0.002,0.001,0.002,0.003,0.006,0.003,0.001,0.006,0.01,0.003,0.006,0.003,0.003,0.006,0,0.005,0.003,0.002,0.003,0.005,0.01,0.001,0.005,0.016,0.273,0.233,0.236,0.011,0.003,0.005,0.004,0.002,0.003,0.001,0.002,0.006,0.002,0.002,0.004,0.003,0.004,0.001,0.002,0.003,0.001,0.002,0.001,0.002,0.002,0.001,0.007,0.001,0,0,0.001,0.002,0.003,0.003,0.005,0.003,0.002,0.002,0.002,0.001,0.002,0,0.001,0.001,0.001,0.002,0.002,0.004,0.002,0.001,0.004,0.007,0.002,0.004,0.002,0.002,0.004,0,0.004,0.002,0.001,0.002,0.004,0.007,0.001,0.004,0.011,0.188,0.161,0.163,0.155,0.155,0.2372,0.4483,0.1716,0.209,-0.045,0.379,47.45,0.308,0.357,195,197,-0.163959,0.126904,NA
HL41_08500,23,14,22,5,20,32,13,8,16,19,40,12,6,8,12,10,8,5,7,2,6,6,2,0,5,4,11,2,0,1,1,3,4,7,8,1,9,10,9,4,0,5,7,1,1,2,4,1,5,2,7,2,5,9,2,3,10,7,14,9,4,2,6,0,6,0,0,0,0,7,0,1,1,3,8,0,1,3,1,5,-0.256,-0.006,-0.16,-0.068,-0.269,-0.008,-0.138,-0.106,-0.256,-0.006,-0.16,-0.068,-0.174,-0.024,-0.204,-0.04,0.181,0.056,0.532,0.199,-0.174,-0.024,-0.204,-0.04,0.073,0.045,0.07,0.016,0.064,0.102,0.041,0.026,0.051,0.061,0.128,0.038,0.019,0.026,0.038,0.032,0.065,0.056,0.05,0.009,0.006,0.008,0.002,0.007,0.007,0.002,0,0.006,0.005,0.012,0.002,0,0.001,0.001,0.003,0.005,0.008,0.009,0.001,0.01,0.011,0.01,0.005,0,0.006,0.008,0.001,0.001,0.002,0.005,0.001,0.006,0.002,0.008,0.002,0.006,0.01,0.002,0.003,0.011,0.008,0.016,0.01,0.005,0.002,0.007,0,0.007,0,0,0,0,0.008,0,0.001,0.001,0.003,0.009,0,0.001,0.003,0.001,0.006,0.268,0.232,0.206,0.006,0.004,0.006,0.002,0.005,0.005,0.002,0,0.004,0.003,0.009,0.002,0,0.001,0.001,0.002,0.003,0.006,0.006,0.001,0.007,0.008,0.007,0.003,0,0.004,0.006,0.001,0.001,0.002,0.003,0.001,0.004,0.002,0.006,0.002,0.004,0.007,0.002,0.002,0.008,0.006,0.011,0.007,0.003,0.002,0.005,0,0.005,0,0,0,0,0.006,0,0.001,0.001,0.002,0.006,0,0.001,0.002,0.001,0.004,0.187,0.16,0.145,0.154,0.146,0.3429,0.2933,0.3699,0.11,-0.115,0.337,47.11,0.614,0.62,83,86,-0.90814,0.05814,NA
HL41_08505,116,35,89,56,35,41,13,54,66,34,80,47,79,33,45,136,53,13,33,16,9,18,3,5,30,13,35,11,23,10,7,16,10,4,16,5,8,7,3,23,2,4,4,3,9,6,5,34,27,6,16,17,10,9,3,12,21,7,28,24,12,5,10,20,26,12,24,17,8,7,4,14,13,10,13,9,35,12,23,66,-0.173,-0.036,-0.181,-0.006,-0.246,-0.006,-0.103,-0.052,-0.173,-0.036,-0.181,-0.006,-0.092,-0.066,-0.137,-0.142,0.353,0.088,0.644,0.253,-0.092,-0.066,-0.137,-0.142,0.097,0.029,0.075,0.047,0.029,0.034,0.011,0.045,0.055,0.029,0.067,0.039,0.066,0.028,0.038,0.114,0.072,0.062,0.062,0.015,0.004,0.009,0.005,0.003,0.005,0.001,0.001,0.008,0.004,0.01,0.003,0.006,0.003,0.002,0.005,0.003,0.001,0.005,0.001,0.002,0.002,0.001,0.006,0.001,0.001,0.001,0.001,0.003,0.002,0.001,0.01,0.008,0.002,0.005,0.005,0.003,0.003,0.001,0.003,0.006,0.002,0.008,0.007,0.003,0.001,0.003,0.006,0.007,0.003,0.007,0.005,0.002,0.002,0.001,0.004,0.004,0.003,0.004,0.003,0.01,0.003,0.006,0.019,0.271,0.23,0.229,0.01,0.003,0.006,0.003,0.002,0.003,0.001,0.001,0.006,0.003,0.007,0.002,0.004,0.002,0.001,0.003,0.002,0.001,0.003,0.001,0.002,0.001,0.001,0.004,0,0.001,0.001,0.001,0.002,0.001,0.001,0.007,0.005,0.001,0.003,0.003,0.002,0.002,0.001,0.002,0.004,0.001,0.005,0.005,0.002,0.001,0.002,0.004,0.005,0.002,0.005,0.003,0.002,0.001,0.001,0.003,0.003,0.002,0.003,0.002,0.007,0.002,0.004,0.013,0.186,0.157,0.157,0.158,0.158,0.1931,0.4204,0.2345,0.15,-0.137,0.329,48.28,0.329,0.387,313,319,0.042947,0.115987,NA
HL41_08520,170,57,133,93,59,88,27,84,116,56,100,86,108,57,98,134,78,17,53,21,16,23,6,12,47,20,49,17,30,22,30,11,17,7,24,11,15,21,13,39,10,0,10,7,19,10,22,33,37,13,35,31,12,24,1,19,31,16,19,34,23,12,14,37,38,20,21,29,16,20,7,14,28,20,22,28,36,13,32,53,-0.241,-0.005,-0.21,0.023,-0.305,0.02,-0.138,0.004,-0.241,-0.005,-0.21,0.023,-0.175,-0.051,-0.235,-0.134,0.275,0.14,0.56,0.163,-0.175,-0.051,-0.235,-0.134,0.093,0.031,0.073,0.051,0.032,0.048,0.015,0.046,0.063,0.031,0.055,0.047,0.059,0.031,0.054,0.073,0.075,0.062,0.062,0.014,0.003,0.01,0.004,0.003,0.004,0.001,0.002,0.008,0.004,0.009,0.003,0.005,0.004,0.005,0.002,0.003,0.001,0.004,0.002,0.003,0.004,0.002,0.007,0.002,0,0.002,0.001,0.003,0.002,0.004,0.006,0.007,0.002,0.006,0.006,0.002,0.004,0,0.003,0.006,0.003,0.003,0.006,0.004,0.002,0.003,0.007,0.007,0.004,0.004,0.005,0.003,0.004,0.001,0.003,0.005,0.004,0.004,0.005,0.006,0.002,0.006,0.01,0.28,0.228,0.228,0.01,0.002,0.007,0.003,0.002,0.003,0.001,0.001,0.006,0.002,0.006,0.002,0.004,0.003,0.004,0.001,0.002,0.001,0.003,0.001,0.002,0.003,0.002,0.005,0.001,0,0.001,0.001,0.002,0.001,0.003,0.004,0.005,0.002,0.004,0.004,0.001,0.003,0,0.002,0.004,0.002,0.002,0.004,0.003,0.001,0.002,0.005,0.005,0.002,0.003,0.004,0.002,0.002,0.001,0.002,0.003,0.002,0.003,0.003,0.004,0.002,0.004,0.007,0.192,0.156,0.156,0.152,0.164,0.2182,0.3763,0.2644,0.195,-0.056,0.372,44.83,0.365,0.421,468,488,-0.195082,0.098361,NA
